X,Y,NUME,JUDET,JUDET AUTO,POPULATIE (in 2002),REGIUNE
25.32,45.56,Zarnesti,Brasov,BV,24926,Centru
25.45,45.7,Codlea,Brasov,BV,24547,Centru
25.46,45.59,Rasnov,Brasov,BV,16384,Centru
24.7,45.73,Victoria,Brasov,BV,10247,Centru
25.58,45.51,Predeal,Brasov,BV,5861,Centru
25.51,45.66,Ghimbav,Brasov,BV,5380,Centru
25.22,46.04,Rupea,Brasov,BV,5098,Centru
25.6,45.82,Feldioara,Brasov,BV,4908,Centru
25.78,45.72,Prejmer,Brasov,BV,4841,Centru
25.48,45.62,Cristian,Brasov,BV,3764,Centru
25.69,45.71,Harman,Brasov,BV,3749,Centru
25.44,45.77,Dumbravita,Brasov,BV,3618,Centru
25.31,45.6,Poiana Marului,Brasov,BV,3587,Centru
25.86,45.7,Teliu,Brasov,BV,3485,Centru
25.64,45.71,Sanpetru,Brasov,BV,3309,Centru
25.42,45.63,Vulcan,Brasov,BV,3224,Centru
25.76,45.64,Tarlungeni,Brasov,BV,3096,Centru
25.77,45.76,Lunca Calnicului,Brasov,BV,3071,Centru
25.81,45.67,Budila,Brasov,BV,3052,Centru
25.55,45.76,Halchiu,Brasov,BV,2752,Centru
25.53,45.95,Apata,Brasov,BV,2745,Centru
25.41,46.02,Racos,Brasov,BV,2590,Centru
25.31,45.99,Hoghiz,Brasov,BV,2409,Centru
25.34,45.5,Moieciu de Jos,Brasov,BV,2136,Centru
25.64,45.76,Bod,Brasov,BV,2016,Centru
25.6,45.76,Colonia Bod,Brasov,BV,2012,Centru
25.78,45.64,Zizin,Brasov,BV,1950,Centru
25.56,46,Ormenis,Brasov,BV,1825,Centru
25.4,45.53,Sohodol,Brasov,BV,1825,Centru
25.37,45.52,Bran,Brasov,BV,1637,Centru
25.54,45.9,Maierus,Brasov,BV,1534,Centru
24.8,45.92,Cincu,Brasov,BV,1518,Centru
25.39,45.66,Holbav,Brasov,BV,1506,Centru
25.79,45.64,Purcareni,Brasov,BV,1484,Centru
25.14,45.83,Sercaia,Brasov,BV,1478,Centru
25.24,45.69,Sinca Noua,Brasov,BV,1466,Centru
24.82,45.76,Sambata de Sus,Brasov,BV,1465,Centru
25.28,46.04,Homorod,Brasov,BV,1452,Centru
25.39,45.55,Tohanu Nou,Brasov,BV,1393,Centru
25.47,45.82,Crizbav,Brasov,BV,1373,Centru
25.05,45.82,Mandra,Brasov,BV,1364,Centru
25.36,45.48,Simon,Brasov,BV,1312,Centru
25.27,45.98,Ungra,Brasov,BV,1257,Centru
25.28,45.94,Cuciulata,Brasov,BV,1230,Centru
25.15,46.08,Fiser,Brasov,BV,1228,Centru
25.55,46.05,Augustin,Brasov,BV,1207,Centru
24.78,45.76,Dragus,Brasov,BV,1190,Centru
25.28,46.09,Cata,Brasov,BV,1119,Centru
25.21,45.78,Persani,Brasov,BV,1104,Centru
24.85,45.73,Lisa,Brasov,BV,1085,Centru
25.99,45.64,Acris,Brasov,BV,1056,Centru
25.51,45.77,Satu Nou,Brasov,BV,1033,Centru
25.23,45.91,Comana de Jos,Brasov,BV,1020,Centru
24.95,45.73,Recea,Brasov,BV,1017,Centru
25.17,45.76,Sinca Veche,Brasov,BV,1012,Centru
25.33,45.44,Moieciu de Sus,Brasov,BV,963,Centru
25.56,45.84,Rotbav,Brasov,BV,943,Centru
24.68,45.75,Ucea de Sus,Brasov,BV,942,Centru
25.36,45.53,Predelut,Brasov,BV,918,Centru
24.67,45.78,Ucea de Jos,Brasov,BV,889,Centru
25.37,45.77,Vladeni,Brasov,BV,884,Centru
25.91,45.57,Dalghiu,Brasov,BV,878,Centru
25,45.79,Ileni,Brasov,BV,818,Centru
25.99,45.6,Vama Buzaului,Brasov,BV,812,Centru
25.07,46,Jibert,Brasov,BV,790,Centru
25.62,45.58,Timisu de Jos,Brasov,BV,777,Centru
24.72,45.8,Vistea de Jos,Brasov,BV,768,Centru
24.84,45.82,Voila,Brasov,BV,763,Centru
25,45.75,Copacel,Brasov,BV,761,Centru
25.12,45.75,Sercaita,Brasov,BV,739,Centru
25.57,45.89,Arini,Brasov,BV,737,Centru
25.21,45.88,Venetia de Jos,Brasov,BV,736,Centru
25.17,45.97,Daisoara,Brasov,BV,730,Centru
25.15,46.01,Dacia,Brasov,BV,724,Centru
24.83,45.84,Cincsor,Brasov,BV,720,Centru
24.97,45.74,Berivoi,Brasov,BV,712,Centru
25.57,45.83,Colonia Reconstructia,Brasov,BV,696,Centru
25.29,45.52,Magura,Brasov,BV,691,Centru
24.92,45.83,Beclean,Brasov,BV,690,Centru
25.41,45.66,Colonia 1 Mai,Brasov,BV,689,Centru
25.03,45.73,Sebes,Brasov,BV,688,Centru
25.28,45.51,Pestera,Brasov,BV,682,Centru
24.74,45.75,Vistea de Sus,Brasov,BV,674,Centru
25.2,45.93,Crihalma,Brasov,BV,670,Centru
24.76,45.8,Oltet,Brasov,BV,663,Centru
25.13,45.87,Halmeag,Brasov,BV,659,Centru
25.1,45.93,Ticusu Vechi,Brasov,BV,656,Centru
25.06,46.11,Bunesti,Brasov,BV,647,Centru
25.19,45.85,Parau,Brasov,BV,646,Centru
25.29,45.44,Fundata,Brasov,BV,642,Centru
24.88,45.71,Breaza,Brasov,BV,634,Centru
25.01,45.76,Harseni,Brasov,BV,601,Centru
25.02,46.12,Crit,Brasov,BV,593,Centru
25.01,45.99,Lovnic,Brasov,BV,593,Centru
25.15,45.79,Vad,Brasov,BV,593,Centru
25.18,45.92,Ticusu Nou,Brasov,BV,557,Centru
24.86,45.78,Voivodeni,Brasov,BV,556,Centru
24.93,45.93,Soars,Brasov,BV,555,Centru
25.39,46.11,Jimbor,Brasov,BV,549,Centru
24.82,45.81,Sambata de Jos,Brasov,BV,548,Centru
25.39,45.98,Dopca,Brasov,BV,547,Centru
25.72,45.76,Podu Oltului,Brasov,BV,531,Centru
25.32,45.48,Cheia,Brasov,BV,530,Centru
25.58,45.53,Timisu de Sus,Brasov,BV,526,Centru
25.47,45.83,Cutus,Brasov,BV,525,Centru
24.97,46.04,Granari,Brasov,BV,525,Centru
26.02,45.61,Buzaiel,Brasov,BV,512,Centru
25.26,45.47,Sirnea,Brasov,BV,512,Centru
25.31,46.14,Drauseni,Brasov,BV,509,Centru
25.34,46.07,Mercheasa,Brasov,BV,501,Centru
25.01,45.93,Felmer,Brasov,BV,491,Centru
24.95,45.8,Hurez,Brasov,BV,475,Centru
24.77,45.82,Rucar,Brasov,BV,470,Centru
24.93,45.71,Dejani,Brasov,BV,459,Centru
25.24,45.86,Venetia de Sus,Brasov,BV,456,Centru
24.9,45.73,Gura Vaii,Brasov,BV,451,Centru
25,45.82,Rausor,Brasov,BV,446,Centru
24.88,45.82,Dridif,Brasov,BV,442,Centru
25.1,46.06,Viscri,Brasov,BV,412,Centru
25.38,46.02,Mateias,Brasov,BV,406,Centru
24.92,46,Barcut,Brasov,BV,392,Centru
25.82,45.72,Stupinii Prejmerului,Brasov,BV,387,Centru
25.77,45.66,Carpinis,Brasov,BV,383,Centru
25.05,45.73,Margineni,Brasov,BV,378,Centru
25.22,45.82,Grid,Brasov,BV,375,Centru
25.27,45.9,Comana de Sus,Brasov,BV,372,Centru
25.3,45.97,Fantana,Brasov,BV,370,Centru
25.36,45.98,Bogata Olteana,Brasov,BV,369,Centru
25.06,45.79,Toderita,Brasov,BV,367,Centru
25.19,46.15,Beia,Brasov,BV,361,Centru
24.74,45.9,Toarcla,Brasov,BV,348,Centru
24.93,45.76,Iasi,Brasov,BV,345,Centru
25.15,45.77,Ohaba,Brasov,BV,332,Centru
24.99,46.09,Mesendorf,Brasov,BV,331,Centru
25.23,46.12,Palos,Brasov,BV,315,Centru
25.04,45.85,Sona,Brasov,BV,312,Centru
25.1,45.74,Bucium,Brasov,BV,305,Centru
24.88,45.91,Rodbav,Brasov,BV,295,Centru
24.9,45.87,Calbor,Brasov,BV,270,Centru
25.11,46.13,Roades,Brasov,BV,269,Centru
24.92,45.89,Boholt,Brasov,BV,249,Centru
24.96,45.76,Sasciori,Brasov,BV,247,Centru
24.69,45.81,Feldioara,Brasov,BV,245,Centru
24.89,45.78,Ludisor,Brasov,BV,241,Centru
24.86,45.99,Selistat,Brasov,BV,217,Centru
25.18,45.75,Valcea,Brasov,BV,214,Centru
24.94,45.76,Savastreni,Brasov,BV,203,Centru
25.05,45.95,Cobor,Brasov,BV,200,Centru
24.87,45.75,Pojorta,Brasov,BV,188,Centru
25.34,46.16,Ionesti,Brasov,BV,187,Centru
25.03,45.71,Malinis,Brasov,BV,185,Centru
24.97,45.96,Valeni,Brasov,BV,179,Centru
25.2,45.7,Paltin,Brasov,BV,173,Centru
25.28,45.42,Fundatica,Brasov,BV,170,Centru
25.3,45.47,Drumul Carului,Brasov,BV,169,Centru
24.7,45.78,Corbi,Brasov,BV,146,Centru
25.51,45.51,Paraul Rece,Brasov,BV,138,Centru
25.3,45.94,Lupsa,Brasov,BV,132,Centru
24.91,45.8,Luta,Brasov,BV,74,Centru
24.8,45.69,Statiunea Climaterica Sambata,Brasov,BV,59,Centru
24.76,45.69,Vistisoara,Brasov,BV,27,Centru
25.55,45.6,Poiana Brasov,Brasov,BV,0,Centru
26.1,44.44,Municipiul Bucuresti,Bucuresti,B,0,Bucuresti - Ilfov
26.05,44.49,Sectorul 1,Bucuresti,B,0,Bucuresti - Ilfov
26.13,44.45,Sectorul 2,Bucuresti,B,0,Bucuresti - Ilfov
26.16,44.42,Sectorul 3,Bucuresti,B,0,Bucuresti - Ilfov
26.12,44.37,Sectorul 4,Bucuresti,B,0,Bucuresti - Ilfov
26.07,44.38,Sectorul 5,Bucuresti,B,0,Bucuresti - Ilfov
26.01,44.43,Sectorul 6,Bucuresti,B,0,Bucuresti - Ilfov
26.82,45.15,Buzau,Buzau,BZ,148087,Sud-Est
27.05,45.38,Ramnicu Sarat,Buzau,BZ,41405,Sud-Est
26.3,45.42,Nehoiu,Buzau,BZ,6200,Sud-Est
26.99,44.92,Pogoanele,Buzau,BZ,5717,Sud-Est
27.11,44.84,Padina,Buzau,BZ,5055,Sud-Est
27.22,44.96,Rusetu,Buzau,BZ,4073,Sud-Est
26.68,45.29,Berca,Buzau,BZ,4000,Sud-Est
26.86,45,Smeeni,Buzau,BZ,3330,Sud-Est
26.79,45.03,Gheraseni,Buzau,BZ,3243,Sud-Est
26.55,45.29,Parscov,Buzau,BZ,3241,Sud-Est
26.71,45.09,Stalpu,Buzau,BZ,3225,Sud-Est
27.11,45.36,Ramnicelu,Buzau,BZ,2880,Sud-Est
26.7,45.25,Candesti,Buzau,BZ,2876,Sud-Est
27.04,45.21,Cochirleanca,Buzau,BZ,2722,Sud-Est
26.88,45.16,Vadu Pasii,Buzau,BZ,2708,Sud-Est
26.36,45.32,Patarlagele,Buzau,BZ,2667,Sud-Est
26.79,45.19,Capatanesti,Buzau,BZ,2597,Sud-Est
26.9,45.14,Scurtesti,Buzau,BZ,2522,Sud-Est
26.88,45.29,Fundeni,Buzau,BZ,2443,Sud-Est
27.24,45.32,Boldu,Buzau,BZ,2442,Sud-Est
26.65,44.87,Glodeanu Sarat,Buzau,BZ,2411,Sud-Est
26.63,45.28,Unguriu,Buzau,BZ,2329,Sud-Est
27.02,45.37,Oreavul,Buzau,BZ,2325,Sud-Est
26.87,45.23,Posta Calnau,Buzau,BZ,2265,Sud-Est
26.38,45.24,Cislau,Buzau,BZ,2210,Sud-Est
27.08,44.97,Luciu,Buzau,BZ,2094,Sud-Est
26.98,45.38,Grebanu,Buzau,BZ,2093,Sud-Est
27.03,44.89,Caldarasti,Buzau,BZ,2051,Sud-Est
26.85,45.05,Maxenu,Buzau,BZ,2042,Sud-Est
26.81,45.18,Maracineni,Buzau,BZ,2020,Sud-Est
27.04,45.36,Valea Ramnicului,Buzau,BZ,1984,Sud-Est
27.35,45.34,Valcelele,Buzau,BZ,1887,Sud-Est
26.74,45.14,Lipia,Buzau,BZ,1870,Sud-Est
26.8,44.83,Glodeanu-Silistea,Buzau,BZ,1857,Sud-Est
26.32,45.25,Bascenii de Jos,Buzau,BZ,1830,Sud-Est
26.73,45.21,Vernesti,Buzau,BZ,1826,Sud-Est
26.92,45.08,Tabarasti,Buzau,BZ,1793,Sud-Est
26.58,45.09,Pietroasele,Buzau,BZ,1788,Sud-Est
26.77,44.91,Florica,Buzau,BZ,1759,Sud-Est
27.29,45.25,Amara,Buzau,BZ,1733,Sud-Est
27.14,45.25,Balaceanu,Buzau,BZ,1726,Sud-Est
26.99,45.1,Sageata,Buzau,BZ,1713,Sud-Est
26.75,45.23,Sapoca,Buzau,BZ,1692,Sud-Est
26.98,45.2,Boboc,Buzau,BZ,1655,Sud-Est
27.14,44.98,Largu,Buzau,BZ,1649,Sud-Est
26.78,45.2,Potoceni,Buzau,BZ,1594,Sud-Est
26.92,45.13,Stancesti,Buzau,BZ,1563,Sud-Est
26.88,45.32,Vadu Soresti,Buzau,BZ,1547,Sud-Est
26.52,45.04,Sahateni,Buzau,BZ,1531,Sud-Est
26.86,45.09,Pogonele,Buzau,BZ,1518,Sud-Est
27.22,45.4,Puiestii de Jos,Buzau,BZ,1515,Sud-Est
27.21,45,Lunca,Buzau,BZ,1497,Sud-Est
27.01,45.47,Cotatcu,Buzau,BZ,1489,Sud-Est
26.61,45.1,Saranga,Buzau,BZ,1470,Sud-Est
26.87,45.27,Suditi,Buzau,BZ,1458,Sud-Est
26.58,45.28,Magura,Buzau,BZ,1445,Sud-Est
26.76,45.21,Matesti,Buzau,BZ,1445,Sud-Est
26.31,45.44,Lunca Priporului,Buzau,BZ,1443,Sud-Est
26.69,44.99,Movila Banului,Buzau,BZ,1436,Sud-Est
26.76,45.05,Costesti,Buzau,BZ,1432,Sud-Est
27.21,45.27,Ghergheasa,Buzau,BZ,1393,Sud-Est
26.53,45.09,Breaza,Buzau,BZ,1377,Sud-Est
27.01,45.38,Plevna,Buzau,BZ,1360,Sud-Est
26.34,45.45,Basca Rozilei,Buzau,BZ,1352,Sud-Est
26.76,45.06,Pietrosu,Buzau,BZ,1345,Sud-Est
26.76,45.28,Zarnestii de Slanic,Buzau,BZ,1333,Sud-Est
26.9,45.5,Buda,Buzau,BZ,1327,Sud-Est
26.87,45.3,Zarnesti,Buzau,BZ,1299,Sud-Est
26.32,45.4,Paltineni,Buzau,BZ,1296,Sud-Est
27.18,45.31,Salcioara,Buzau,BZ,1277,Sud-Est
26.78,45.36,Valea Parului,Buzau,BZ,1276,Sud-Est
26.18,45.37,Basca Chiojdului,Buzau,BZ,1273,Sud-Est
26.86,44.93,Bradeanu,Buzau,BZ,1263,Sud-Est
26.7,45.18,Zoresti,Buzau,BZ,1263,Sud-Est
27.06,45.09,Gavanesti,Buzau,BZ,1232,Sud-Est
26.58,45.49,Lopatari,Buzau,BZ,1230,Sud-Est
26.76,45.26,Cernatesti,Buzau,BZ,1224,Sud-Est
27.08,45.35,Rubla,Buzau,BZ,1219,Sud-Est
26.96,45.12,Dambroca,Buzau,BZ,1201,Sud-Est
26.73,45.47,Vintila Voda,Buzau,BZ,1187,Sud-Est
26.94,45.08,Galbinasi,Buzau,BZ,1186,Sud-Est
26.26,45.48,Lunca Jaristei,Buzau,BZ,1163,Sud-Est
26.35,45.29,Maruntisu,Buzau,BZ,1156,Sud-Est
26.84,44.88,Smardan,Buzau,BZ,1152,Sud-Est
26.54,45.08,Greceanca,Buzau,BZ,1151,Sud-Est
27.01,45.4,Topliceni,Buzau,BZ,1148,Sud-Est
26.7,44.95,Limpezis,Buzau,BZ,1146,Sud-Est
26.98,45.45,Babeni,Buzau,BZ,1130,Sud-Est
26.22,45.35,Chiojdu,Buzau,BZ,1128,Sud-Est
26.59,44.93,Amaru,Buzau,BZ,1117,Sud-Est
26.4,45.46,Furtunesti,Buzau,BZ,1109,Sud-Est
26.26,45.48,Casoca,Buzau,BZ,1095,Sud-Est
26.78,45.34,Izvoru Dulce,Buzau,BZ,1093,Sud-Est
26.81,45.32,Blajani,Buzau,BZ,1085,Sud-Est
26.97,45.47,Dedulesti,Buzau,BZ,1076,Sud-Est
26.92,44.85,Scutelnici,Buzau,BZ,1074,Sud-Est
26.64,45.08,Ulmeni,Buzau,BZ,1066,Sud-Est
27.25,45.41,Dascalesti,Buzau,BZ,1059,Sud-Est
26.25,45.32,Corbu,Buzau,BZ,1036,Sud-Est
26.43,45.49,Gura Teghii,Buzau,BZ,1032,Sud-Est
26.58,44.98,Vintileanca,Buzau,BZ,1024,Sud-Est
26.27,45.27,Bascenii de Sus,Buzau,BZ,1008,Sud-Est
26.63,45.21,Grajdana,Buzau,BZ,1008,Sud-Est
27.08,45.28,Ziduri,Buzau,BZ,990,Sud-Est
26.38,45.18,Buda Craciunesti,Buzau,BZ,986,Sud-Est
26.89,45.39,Murgesti,Buzau,BZ,985,Sud-Est
26.36,45.34,Sibiciu de Sus,Buzau,BZ,984,Sud-Est
26.44,45.22,Tronari,Buzau,BZ,982,Sud-Est
27.12,45.29,Heliade Radulescu,Buzau,BZ,974,Sud-Est
26.54,45.5,Luncile,Buzau,BZ,974,Sud-Est
27.03,44.98,Caragele,Buzau,BZ,963,Sud-Est
26.46,45.23,Viperesti,Buzau,BZ,961,Sud-Est
27.17,45.05,C.a. Rosetti,Buzau,BZ,959,Sud-Est
26.39,45.22,Scarisoara,Buzau,BZ,956,Sud-Est
26.93,44.99,Albesti,Buzau,BZ,952,Sud-Est
26.66,45.31,Joseni,Buzau,BZ,951,Sud-Est
27.23,45.4,Nicolesti,Buzau,BZ,951,Sud-Est
26.72,45.27,Plescoi,Buzau,BZ,949,Sud-Est
26.95,44.99,Udati-Manzu,Buzau,BZ,948,Sud-Est
26.63,45.11,Izvoru Dulce,Buzau,BZ,942,Sud-Est
26.96,45.4,Homesti,Buzau,BZ,915,Sud-Est
26.66,44.89,Pitulicea,Buzau,BZ,908,Sud-Est
26.64,45.15,Sarata-Monteoru,Buzau,BZ,908,Sud-Est
26.29,45.25,Calvini,Buzau,BZ,900,Sud-Est
27.04,45.28,Costieni,Buzau,BZ,895,Sud-Est
26.52,45.17,Tisau,Buzau,BZ,894,Sud-Est
26.83,44.82,Cotorca,Buzau,BZ,891,Sud-Est
26.33,45.38,Mlajet,Buzau,BZ,881,Sud-Est
26.78,45.09,Spataru,Buzau,BZ,874,Sud-Est
26.66,45.11,Dealul Viei,Buzau,BZ,870,Sud-Est
26.97,45.07,Bentu,Buzau,BZ,869,Sud-Est
27.09,45.27,Lanurile,Buzau,BZ,869,Sud-Est
26.69,45.23,Niscov,Buzau,BZ,860,Sud-Est
26.25,45.29,Catina,Buzau,BZ,859,Sud-Est
26.54,45.31,Lunca Frumoasa,Buzau,BZ,847,Sud-Est
26.7,45.28,Plesesti,Buzau,BZ,841,Sud-Est
26.44,45.51,Varlaam,Buzau,BZ,828,Sud-Est
26.37,45.46,Paltinis,Buzau,BZ,806,Sud-Est
26.46,45.09,Fintesti,Buzau,BZ,805,Sud-Est
26.73,45.26,Valea Nucului,Buzau,BZ,790,Sud-Est
26.76,45.4,Gura Dimienii,Buzau,BZ,783,Sud-Est
26.39,45.32,Panatau,Buzau,BZ,772,Sud-Est
26.51,45.27,Badila,Buzau,BZ,767,Sud-Est
27.15,45.16,Robeasca,Buzau,BZ,767,Sud-Est
27.08,45.21,Rosioru,Buzau,BZ,767,Sud-Est
26.67,44.94,Margineanu,Buzau,BZ,760,Sud-Est
26.87,45.25,Zilisteanca,Buzau,BZ,760,Sud-Est
26.68,45.12,Ograzile,Buzau,BZ,757,Sud-Est
26.89,45.36,Racoviteni,Buzau,BZ,754,Sud-Est
26.62,45.05,Clondiru,Buzau,BZ,751,Sud-Est
26.73,44.85,Vacareasca,Buzau,BZ,750,Sud-Est
27.02,45.44,Oratia,Buzau,BZ,748,Sud-Est
27.29,45.3,Balta Alba,Buzau,BZ,746,Sud-Est
26.52,45.26,Ciuta,Buzau,BZ,743,Sud-Est
27.14,45.06,Cotu Ciorii,Buzau,BZ,730,Sud-Est
26.28,45.47,Coltu Pietrii,Buzau,BZ,727,Sud-Est
26.93,44.82,Bragareasa,Buzau,BZ,718,Sud-Est
26.66,45.49,Manzalesti,Buzau,BZ,718,Sud-Est
26.56,45.19,Hales,Buzau,BZ,709,Sud-Est
26.52,45.52,Plostina,Buzau,BZ,704,Sud-Est
26.49,45.46,Ivanetu,Buzau,BZ,703,Sud-Est
26.52,45.48,Plaiu Nucului,Buzau,BZ,700,Sud-Est
26.67,45.28,Satuc,Buzau,BZ,694,Sud-Est
26.61,45.2,Valea Salciilor,Buzau,BZ,692,Sud-Est
26.86,45.18,Focsanei,Buzau,BZ,683,Sud-Est
26.68,45.13,Merei,Buzau,BZ,683,Sud-Est
26.88,45.08,Tintesti,Buzau,BZ,683,Sud-Est
26.66,45.34,Policiori,Buzau,BZ,669,Sud-Est
26.54,45.52,Terca,Buzau,BZ,667,Sud-Est
26.49,45.15,Strezeni,Buzau,BZ,666,Sud-Est
26.68,44.92,Mihailesti,Buzau,BZ,660,Sud-Est
26.65,45.3,Ratesti,Buzau,BZ,660,Sud-Est
26.38,45.32,Sibiciu de Jos,Buzau,BZ,660,Sud-Est
26.49,45.09,Naeni,Buzau,BZ,651,Sud-Est
26.95,45.38,Livada,Buzau,BZ,644,Sud-Est
26.81,45.02,Suditi,Buzau,BZ,640,Sud-Est
27.02,45.29,Zoita,Buzau,BZ,639,Sud-Est
26.7,44.88,Caldaruseanca,Buzau,BZ,632,Sud-Est
27.36,45.29,Baile,Buzau,BZ,620,Sud-Est
26.51,45.43,Braesti,Buzau,BZ,618,Sud-Est
26.35,45.32,Crang,Buzau,BZ,613,Sud-Est
26.39,45.38,Colti,Buzau,BZ,605,Sud-Est
26.91,45.52,Alexandru Odobescu,Buzau,BZ,600,Sud-Est
27.14,45.38,Stiubei,Buzau,BZ,600,Sud-Est
26.88,44.88,Mitropolia,Buzau,BZ,597,Sud-Est
27.03,45.42,Podgoria,Buzau,BZ,596,Sud-Est
26.95,44.96,Caltuna,Buzau,BZ,593,Sud-Est
26.93,45.52,Mucesti-Danulesti,Buzau,BZ,593,Sud-Est
26.24,45.29,Valea Catinei,Buzau,BZ,593,Sud-Est
26.79,45.04,Budisteni,Buzau,BZ,592,Sud-Est
27.2,45.39,Macrina,Buzau,BZ,588,Sud-Est
26.75,45.53,Sarile,Buzau,BZ,586,Sud-Est
26.38,45.23,Barasti,Buzau,BZ,582,Sud-Est
26.77,45.38,Beceni,Buzau,BZ,580,Sud-Est
26.27,45.48,Muscelusa,Buzau,BZ,577,Sud-Est
26.62,45.06,Baltareti,Buzau,BZ,569,Sud-Est
26.76,45.32,Aldeni,Buzau,BZ,568,Sud-Est
26.31,45.33,Muscel,Buzau,BZ,566,Sud-Est
26.77,45.48,Sarulesti,Buzau,BZ,564,Sud-Est
26.84,45.33,Pruneni,Buzau,BZ,547,Sud-Est
26.66,45.35,Scortoasa,Buzau,BZ,546,Sud-Est
26.35,45.35,Valea Lupului,Buzau,BZ,543,Sud-Est
27.15,45.01,Balteni,Buzau,BZ,542,Sud-Est
26.48,45.47,Bratilesti,Buzau,BZ,540,Sud-Est
26.6,44.91,Dulbanu,Buzau,BZ,539,Sud-Est
27.15,45.12,Mosesti,Buzau,BZ,539,Sud-Est
26.47,45.25,Palici,Buzau,BZ,537,Sud-Est
26.86,45.26,Aliceni,Buzau,BZ,535,Sud-Est
27.07,45.03,Movila Oii,Buzau,BZ,533,Sud-Est
26.74,45.44,Niculesti,Buzau,BZ,533,Sud-Est
26.23,45.39,Catiasu,Buzau,BZ,528,Sud-Est
26.24,45.33,Lera,Buzau,BZ,525,Sud-Est
27.19,45.4,Puiestii de Sus,Buzau,BZ,522,Sud-Est
26.64,45.09,Valcele,Buzau,BZ,522,Sud-Est
26.69,45.58,Plesi,Buzau,BZ,514,Sud-Est
26.35,45.31,Valea Viei,Buzau,BZ,514,Sud-Est
26.92,45.49,Toropalesti,Buzau,BZ,513,Sud-Est
26.51,45.09,Vispesti,Buzau,BZ,505,Sud-Est
26.9,45.33,Petrisoru,Buzau,BZ,503,Sud-Est
26.99,44.84,Arcanu,Buzau,BZ,498,Sud-Est
26.54,45.18,Padurenii,Buzau,BZ,485,Sud-Est
26.97,45.51,Plesesti,Buzau,BZ,485,Sud-Est
26.7,45.48,Sarbesti,Buzau,BZ,484,Sud-Est
26.68,44.92,Satu Nou,Buzau,BZ,484,Sud-Est
26.87,45.17,Bajani,Buzau,BZ,479,Sud-Est
26.76,45.39,Margariti,Buzau,BZ,479,Sud-Est
26.6,45.3,Robesti,Buzau,BZ,478,Sud-Est
26.85,45.17,Gura Calnaului,Buzau,BZ,476,Sud-Est
26.86,45.22,Potarnichesti,Buzau,BZ,476,Sud-Est
26.5,45.38,Bozioru,Buzau,BZ,475,Sud-Est
26.77,45.33,Fulga,Buzau,BZ,474,Sud-Est
27.2,45.05,Vizireni,Buzau,BZ,474,Sud-Est
26.88,45.25,Coconari,Buzau,BZ,471,Sud-Est
27.01,45.28,Cuculeasa,Buzau,BZ,470,Sud-Est
27.07,45.06,Cilibia,Buzau,BZ,466,Sud-Est
26.75,45.43,Podu Muncii,Buzau,BZ,464,Sud-Est
26.39,45.39,Coltii de Jos,Buzau,BZ,463,Sud-Est
26.65,45.54,Lacurile,Buzau,BZ,463,Sud-Est
26.66,45.22,Mierea,Buzau,BZ,462,Sud-Est
26.97,45.11,Bordusani,Buzau,BZ,461,Sud-Est
26.42,45.48,Nemertea,Buzau,BZ,460,Sud-Est
26.59,45.01,Gageni,Buzau,BZ,459,Sud-Est
26.82,45.5,Valea Salciei,Buzau,BZ,458,Sud-Est
26.63,44.86,Ileana,Buzau,BZ,454,Sud-Est
26.36,45.3,Lunca,Buzau,BZ,451,Sud-Est
26.52,45.1,Valeanca-Vilanesti,Buzau,BZ,446,Sud-Est
27.01,45.08,Beilic,Buzau,BZ,445,Sud-Est
27.1,45.1,Banita,Buzau,BZ,441,Sud-Est
26.25,45.37,Poenitele,Buzau,BZ,440,Sud-Est
26.45,45.25,Ursoaia,Buzau,BZ,438,Sud-Est
26.75,44.85,Carligu Mare,Buzau,BZ,436,Sud-Est
26.75,45.42,Petrachesti,Buzau,BZ,434,Sud-Est
27.01,45.43,Raducesti,Buzau,BZ,430,Sud-Est
27.03,45.38,Posta,Buzau,BZ,423,Sud-Est
26.84,45.5,Modreni,Buzau,BZ,416,Sud-Est
26.3,45.43,Nehoiasu,Buzau,BZ,412,Sud-Est
27.02,45.04,Gara Cilibia,Buzau,BZ,409,Sud-Est
26.49,45.34,Balanesti,Buzau,BZ,405,Sud-Est
26.69,45.55,Recea,Buzau,BZ,404,Sud-Est
26.82,45.28,Soresti,Buzau,BZ,404,Sud-Est
26.85,45.42,Fantanele,Buzau,BZ,399,Sud-Est
27.13,45.38,Colibasi,Buzau,BZ,395,Sud-Est
26.82,45.41,Floresti,Buzau,BZ,394,Sud-Est
26.62,45.35,Plopeasa,Buzau,BZ,393,Sud-Est
26.32,45.24,Olari,Buzau,BZ,392,Sud-Est
26.61,45.06,Sarata,Buzau,BZ,392,Sud-Est
26.63,45.13,Nenciulesti,Buzau,BZ,387,Sud-Est
26.66,45.4,Grabicina de Jos,Buzau,BZ,379,Sud-Est
26.36,45.27,Poienile,Buzau,BZ,377,Sud-Est
26.76,45.3,Manasia,Buzau,BZ,376,Sud-Est
26.78,45.51,Valea Larga-Sarulesti,Buzau,BZ,374,Sud-Est
26.97,44.97,Udati-Lucieni,Buzau,BZ,371,Sud-Est
26.36,45.26,Gura Bascei,Buzau,BZ,370,Sud-Est
26.76,45.41,Dogari,Buzau,BZ,368,Sud-Est
26.89,45,Moisica,Buzau,BZ,366,Sud-Est
26.68,45.48,Beslii,Buzau,BZ,364,Sud-Est
